Label,Name,R,G,B
2110,ctx-rh-G_frontal_superior,180,20,140
2111,ctx-rh-G_frontomarginal,140,20,140
2112,ctx-rh-G_insular_long,21,10,10
2113,ctx-rh-G_insular_short,225,140,140
2114,ctx-rh-G_and_S_occipital_inferior,23,60,180
2115,ctx-rh-G_occipital_middle,180,60,180
2116,ctx-rh-G_occipital_superior,20,220,60
2117,ctx-rh-G_occipit-temp_lat-Or_fusiform,60,20,140
2118,ctx-rh-G_occipit-temp_med-Lingual_part,220,180,140
2119,ctx-rh-G_occipit-temp_med-Parahippocampal_part,65,100,20
2120,ctx-rh-G_orbital,220,60,20
2121,ctx-rh-G_paracentral,60,100,60
2122,ctx-rh-G_parietal_inferior-Angular_part,20,60,220
2123,ctx-rh-G_parietal_inferior-Supramarginal_part,100,100,60
2124,ctx-rh-G_parietal_superior,220,180,220
2125,ctx-rh-G_postcentral,20,180,140
2126,ctx-rh-G_precentral,60,140,180
2127,ctx-rh-G_precuneus,25,20,140
2128,ctx-rh-G_rectus,20,60,100
2129,ctx-rh-G_subcallosal,60,220,20
2130,ctx-rh-G_subcentral,60,20,220
2131,ctx-rh-G_temporal_inferior,220,220,100
2132,ctx-rh-G_temporal_middle,180,60,60
2133,ctx-rh-G_temp_sup-G_temp_transv_and_interm_S,60,60,220
2134,ctx-rh-G_temp_sup-Lateral_aspect,220,60,220
2135,ctx-rh-G_temp_sup-Planum_polare,65,220,60
2136,ctx-rh-G_temp_sup-Planum_tempolare,25,140,20
2137,ctx-rh-G_and_S_transverse_frontopolar,13,0,250
2138,ctx-rh-Lat_Fissure-ant_sgt-ramus_horizontal,61,20,220
2139,ctx-rh-Lat_Fissure-ant_sgt-ramus_vertical,61,20,60
2140,ctx-rh-Lat_Fissure-post_sgt,61,60,100
2141,ctx-rh-Medial_wall,25,25,25
2142,ctx-rh-Pole_occipital,140,20,60
2143,ctx-rh-Pole_temporal,220,180,20
2144,ctx-rh-S_calcarine,63,180,180
2145,ctx-rh-S_central,221,20,10
2146,ctx-rh-S_central_insula,21,220,20
2147,ctx-rh-S_cingulate-Main_part_and_Intracingulate,183,100,20
2148,ctx-rh-S_cingulate-Marginalis_part,221,20,100
2149,ctx-rh-S_circular_insula_anterior,221,60,140
2150,ctx-rh-S_circular_insula_inferior,221,20,220
2151,ctx-rh-S_circular_insula_superior,61,220,220
2152,ctx-rh-S_collateral_transverse_ant,100,200,200
2153,ctx-rh-S_collateral_transverse_post,10,200,200
2154,ctx-rh-S_frontal_inferior,221,220,20
2155,ctx-rh-S_frontal_middle,141,20,100
2156,ctx-rh-S_frontal_superior,61,220,100
2157,ctx-rh-S_frontomarginal,21,220,60
2158,ctx-rh-S_intermedius_primus-Jensen,141,60,20
2159,ctx-rh-S_intraparietal-and_Parietal_transverse,143,20,220
2160,ctx-rh-S_occipital_anterior,61,20,180
2161,ctx-rh-S_occipital_middle_and_Lunatus,101,60,220
2162,ctx-rh-S_occipital_superior_and_transversalis,21,20,140
2163,ctx-rh-S_occipito-temporal_lateral,221,140,20
2164,ctx-rh-S_occipito-temporal_medial_and_S_Lingual,141,100,220
2165,ctx-rh-S_orbital-H_shapped,101,20,20
2166,ctx-rh-S_orbital_lateral,221,100,20
2167,ctx-rh-S_orbital_medial-Or_olfactory,181,200,20
2168,ctx-rh-S_paracentral,21,180,140
2169,ctx-rh-S_parieto_occipital,101,100,180
2170,ctx-rh-S_pericallosal,181,220,20
2171,ctx-rh-S_postcentral,21,140,200
2172,ctx-rh-S_precentral-Inferior-part,21,20,240
2173,ctx-rh-S_precentral-Superior-part,21,20,200
2174,ctx-rh-S_subcentral_ant,61,180,60
2175,ctx-rh-S_subcentral_post,61,180,250
2176,ctx-rh-S_suborbital,21,20,60
2177,ctx-rh-S_subparietal,101,60,60
2178,ctx-rh-S_supracingulate,21,220,220
2179,ctx-rh-S_temporal_inferior,21,180,180
2180,ctx-rh-S_temporal_superior,223,220,60
2181,ctx-rh-S_temporal_transverse,221,60,60
2200,ctx-rh-G_cingulate-caudal_ACC,25,60,61
2201,ctx-rh-G_cingulate-rostral_ACC,25,90,60
2202,ctx-rh-G_cingulate-posterior,25,120,60
2205,ctx-rh-S_cingulate-caudal_ACC,25,150,60
2206,ctx-rh-S_cingulate-rostral_ACC,25,180,60
2207,ctx-rh-S_cingulate-posterior,25,210,60
2210,ctx-rh-S_pericallosal-caudal,25,150,90
2211,ctx-rh-S_pericallosal-rostral,25,180,90
2212,ctx-rh-S_pericallosal-posterior,25,210,90
3100,wm-lh-Unknown,0,0,0
3101,wm-lh-Corpus_callosum,50,50,50
3102,wm-lh-G_and_S_Insula_ONLY_AVERAGE,180,20,30
3103,wm-lh-G_cingulate-Isthmus,60,25,25
3104,wm-lh-G_cingulate-Main_part,25,60,60
3105,wm-lh-G_cuneus,180,20,20
3106,wm-lh-G_frontal_inf-Opercular_part,220,20,100
3107,wm-lh-G_frontal_inf-Orbital_part,140,60,60
3108,wm-lh-G_frontal_inf-Triangular_part,180,220,140
3109,wm-lh-G_frontal_middle,140,100,180
3110,wm-lh-G_frontal_superior,180,20,140
3111,wm-lh-G_frontomarginal,140,20,140
3112,wm-lh-G_insular_long,21,10,10
3113,wm-lh-G_insular_short,225,140,140
3114,wm-lh-G_and_S_occipital_inferior,23,60,180
3115,wm-lh-G_occipital_middle,180,60,180
3116,wm-lh-G_occipital_superior,20,220,60
3117,wm-lh-G_occipit-temp_lat-Or_fusiform,60,20,140
3118,wm-lh-G_occipit-temp_med-Lingual_part,220,180,140
3119,wm-lh-G_occipit-temp_med-Parahippocampal_part,65,100,20
3120,wm-lh-G_orbital,220,60,20
3121,wm-lh-G_paracentral,60,100,60
3122,wm-lh-G_parietal_inferior-Angular_part,20,60,220
3123,wm-lh-G_parietal_inferior-Supramarginal_part,100,100,60
3124,wm-lh-G_parietal_superior,220,180,220
3125,wm-lh-G_postcentral,20,180,140
3126,wm-lh-G_precentral,60,140,180
3127,wm-lh-G_precuneus,25,20,140
3128,wm-lh-G_rectus,20,60,100
3129,wm-lh-G_subcallosal,60,220,20
3130,wm-lh-G_subcentral,60,20,220
3131,wm-lh-G_temporal_inferior,220,220,100
3132,wm-lh-G_temporal_middle,180,60,60
3133,wm-lh-G_temp_sup-G_temp_transv_and_interm_S,60,60,220
3134,wm-lh-G_temp_sup-Lateral_aspect,220,60,220
3135,wm-lh-G_temp_sup-Planum_polare,65,220,60
3136,wm-lh-G_temp_sup-Planum_tempolare,25,140,20
3137,wm-lh-G_and_S_transverse_frontopolar,13,0,250
3138,wm-lh-Lat_Fissure-ant_sgt-ramus_horizontal,61,20,220
3139,wm-lh-Lat_Fissure-ant_sgt-ramus_vertical,61,20,60
3140,wm-lh-Lat_Fissure-post_sgt,61,60,100
3141,wm-lh-Medial_wall,25,25,25
3142,wm-lh-Pole_occipital,140,20,60
3143,wm-lh-Pole_temporal,220,180,20
3144,wm-lh-S_calcarine,63,180,180
3145,wm-lh-S_central,221,20,10
3146,wm-lh-S_central_insula,21,220,20
3147,wm-lh-S_cingulate-Main_part_and_Intracingulate,183,100,20
3148,wm-lh-S_cingulate-Marginalis_part,221,20,100
3149,wm-lh-S_circular_insula_anterior,221,60,140
3150,wm-lh-S_circular_insula_inferior,221,20,220
3151,wm-lh-S_circular_insula_superior,61,220,220
3152,wm-lh-S_collateral_transverse_ant,100,200,200
3153,wm-lh-S_collateral_transverse_post,10,200,200
3154,wm-lh-S_frontal_inferior,221,220,20
3155,wm-lh-S_frontal_middle,141,20,100
3156,wm-lh-S_frontal_superior,61,220,100
3157,wm-lh-S_frontomarginal,21,220,60
3158,wm-lh-S_intermedius_primus-Jensen,141,60,20
3159,wm-lh-S_intraparietal-and_Parietal_transverse,143,20,220
3160,wm-lh-S_occipital_anterior,61,20,180
3161,wm-lh-S_occipital_middle_and_Lunatus,101,60,220
3162,wm-lh-S_occipital_superior_and_transversalis,21,20,140
3163,wm-lh-S_occipito-temporal_lateral,221,140,20
3164,wm-lh-S_occipito-temporal_medial_and_S_Lingual,141,100,220
3165,wm-lh-S_orbital-H_shapped,101,20,20
3166,wm-lh-S_orbital_lateral,221,100,20
3167,wm-lh-S_orbital_medial-Or_olfactory,181,200,20
3168,wm-lh-S_paracentral,21,180,140
3169,wm-lh-S_parieto_occipital,101,100,180
3170,wm-lh-S_pericallosal,181,220,20
3171,wm-lh-S_postcentral,21,140,200
3172,wm-lh-S_precentral-Inferior-part,21,20,240
3173,wm-lh-S_precentral-Superior-part,21,20,200
3174,wm-lh-S_subcentral_ant,61,180,60
3175,wm-lh-S_subcentral_post,61,180,250
3176,wm-lh-S_suborbital,21,20,60
3177,wm-lh-S_subparietal,101,60,60
3178,wm-lh-S_supracingulate,21,220,220
3179,wm-lh-S_temporal_inferior,21,180,180
3180,wm-lh-S_temporal_superior,223,220,60
3181,wm-lh-S_temporal_transverse,221,60,60
4100,wm-rh-Unknown,0,0,0
4101,wm-rh-Corpus_callosum,50,50,50
4102,wm-rh-G_and_S_Insula_ONLY_AVERAGE,180,20,30
4103,wm-rh-G_cingulate-Isthmus,60,25,25
4104,wm-rh-G_cingulate-Main_part,25,60,60
4105,wm-rh-G_cuneus,180,20,20
4106,wm-rh-G_frontal_inf-Opercular_part,220,20,100
4107,wm-rh-G_frontal_inf-Orbital_part,140,60,60
4108,wm-rh-G_frontal_inf-Triangular_part,180,220,140
4109,wm-rh-G_frontal_middle,140,100,180
4110,wm-rh-G_frontal_superior,180,20,140
4111,wm-rh-G_frontomarginal,140,20,140
4112,wm-rh-G_insular_long,21,10,10
4113,wm-rh-G_insular_short,225,140,140
4114,wm-rh-G_and_S_occipital_inferior,23,60,180
4115,wm-rh-G_occipital_middle,180,60,180
4116,wm-rh-G_occipital_superior,20,220,60
4117,wm-rh-G_occipit-temp_lat-Or_fusiform,60,20,140
4118,wm-rh-G_occipit-temp_med-Lingual_part,220,180,140
4119,wm-rh-G_occipit-temp_med-Parahippocampal_part,65,100,20
4120,wm-rh-G_orbital,220,60,20
4121,wm-rh-G_paracentral,60,100,60
4122,wm-rh-G_parietal_inferior-Angular_part,20,60,220
4123,wm-rh-G_parietal_inferior-Supramarginal_part,100,100,60
4124,wm-rh-G_parietal_superior,220,180,220
4125,wm-rh-G_postcentral,20,180,140
4126,wm-rh-G_precentral,60,140,180
4127,wm-rh-G_precuneus,25,20,140
4128,wm-rh-G_rectus,20,60,100
4129,wm-rh-G_subcallosal,60,220,20
4130,wm-rh-G_subcentral,60,20,220
4131,wm-rh-G_temporal_inferior,220,220,100
4132,wm-rh-G_temporal_middle,180,60,60
4133,wm-rh-G_temp_sup-G_temp_transv_and_interm_S,60,60,220
4134,wm-rh-G_temp_sup-Lateral_aspect,220,60,220
4135,wm-rh-G_temp_sup-Planum_polare,65,220,60
4136,wm-rh-G_temp_sup-Planum_tempolare,25,140,20
4137,wm-rh-G_and_S_transverse_frontopolar,13,0,250
4138,wm-rh-Lat_Fissure-ant_sgt-ramus_horizontal,61,20,220
4139,wm-rh-Lat_Fissure-ant_sgt-ramus_vertical,61,20,60
4140,wm-rh-Lat_Fissure-post_sgt,61,60,100
4141,wm-rh-Medial_wall,25,25,25
4142,wm-rh-Pole_occipital,140,20,60
4143,wm-rh-Pole_temporal,220,180,20
4144,wm-rh-S_calcarine,63,180,180
4145,wm-rh-S_central,221,20,10
4146,wm-rh-S_central_insula,21,220,20
4147,wm-rh-S_cingulate-Main_part_and_Intracingulate,183,100,20
4148,wm-rh-S_cingulate-Marginalis_part,221,20,100
4149,wm-rh-S_circular_insula_anterior,221,60,140
4150,wm-rh-S_circular_insula_inferior,221,20,220
4151,wm-rh-S_circular_insula_superior,61,220,220
4152,wm-rh-S_collateral_transverse_ant,100,200,200
4153,wm-rh-S_collateral_transverse_post,10,200,200
4154,wm-rh-S_frontal_inferior,221,220,20
4155,wm-rh-S_frontal_middle,141,20,100
4156,wm-rh-S_frontal_superior,61,220,100
4157,wm-rh-S_frontomarginal,21,220,60
4158,wm-rh-S_intermedius_primus-Jensen,141,60,20
4159,wm-rh-S_intraparietal-and_Parietal_transverse,143,20,220
4160,wm-rh-S_occipital_anterior,61,20,180
4161,wm-rh-S_occipital_middle_and_Lunatus,101,60,220
4162,wm-rh-S_occipital_superior_and_transversalis,21,20,140
4163,wm-rh-S_occipito-temporal_lateral,221,140,20
4164,wm-rh-S_occipito-temporal_medial_and_S_Lingual,141,100,220
4165,wm-rh-S_orbital-H_shapped,101,20,20
4166,wm-rh-S_orbital_lateral,221,100,20
4167,wm-rh-S_orbital_medial-Or_olfactory,181,200,20
4168,wm-rh-S_paracentral,21,180,140
4169,wm-rh-S_parieto_occipital,101,100,180
4170,wm-rh-S_pericallosal,181,220,20
4171,wm-rh-S_postcentral,21,140,200
4172,wm-rh-S_precentral-Inferior-part,21,20,240
4173,wm-rh-S_precentral-Superior-part,21,20,200
4174,wm-rh-S_subcentral_ant,61,180,60
4175,wm-rh-S_subcentral_post,61,180,250
4176,wm-rh-S_suborbital,21,20,60
4177,wm-rh-S_subparietal,101,60,60
4178,wm-rh-S_supracingulate,21,220,220
4179,wm-rh-S_temporal_inferior,21,180,180
4180,wm-rh-S_temporal_superior,223,220,60
4181,wm-rh-S_temporal_transverse,221,60,60
5001,Left-UnsegmentedWhiteMatter,20,30,40
5002,Right-UnsegmentedWhiteMatter,20,30,40
5100,fmajor,204,102,102
5101,fminor,204,102,102
5102,lh.atr,255,255,102
5103,lh.cab,153,204,0
5104,lh.ccg,0,153,153
5105,lh.cst,204,153,255
5106,lh.ilf,255,153,51
5107,lh.slfp,204,204,204
5108,lh.slft,153,255,255
5109,lh.unc,102,153,255
5110,rh.atr,255,255,102
5111,rh.cab,153,204,0
5112,rh.ccg,0,153,153
5113,rh.cst,204,153,255
5114,rh.ilf,255,153,51
5115,rh.slfp,204,204,204
5116,rh.slft,153,255,255
5117,rh.unc,102,153,255
5200,CC-ForcepsMajor,204,102,102
5201,CC-ForcepsMinor,204,102,102
5202,LAntThalRadiation,255,255,102
5203,LCingulumAngBundle,153,204,0
5204,LCingulumCingGyrus,0,153,153
5205,LCorticospinalTract,204,153,255
5206,LInfLongFas,255,153,51
5207,LSupLongFasParietal,204,204,204
5208,LSupLongFasTemporal,153,255,255
5209,LUncinateFas,102,153,255
5210,RAntThalRadiation,255,255,102
5211,RCingulumAngBundle,153,204,0
5212,RCingulumCingGyrus,0,153,153
5213,RCorticospinalTract,204,153,255
5214,RInfLongFas,255,153,51
5215,RSupLongFasParietal,204,204,204
5216,RSupLongFasTemporal,153,255,255
5217,RUncinateFas,102,153,255
6000,CST-orig,0,255,0
6001,CST-hammer,255,255,0
6002,CST-CVS,0,255,255
6003,CST-flirt,0,0,255
6010,Left-SLF1,236,16,231
6020,Right-SLF1,237,18,232
6030,Left-SLF3,236,13,227
6040,Right-SLF3,236,17,228
6050,Left-CST,1,255,1
6060,Right-CST,2,255,1
6070,Left-SLF2,236,14,230
6080,Right-SLF2,237,14,230
7001,Lateral-nucleus,72,132,181
7002,Basolateral-nucleus,243,243,243
7003,Basal-nucleus,207,63,79
7004,Centromedial-nucleus,121,20,135
7005,Central-nucleus,197,60,248
7006,Medial-nucleus,2,149,2
7007,Cortical-nucleus,221,249,166
7008,Accessory-Basal-nucleus,232,146,35
7009,Corticoamygdaloid-transitio,20,60,120
7010,Anterior-amygdaloid-area-AAA,250,250,0
7011,Fusion-amygdala-HP-FAH,122,187,222
7012,Hippocampal-amygdala-transition-HATA,237,12,177
7013,Endopiriform-nucleus,10,49,255
7014,Lateral-nucleus-olfactory-tract,205,184,144
7015,Paralaminar-nucleus,45,205,165
7016,Intercalated-nucleus,117,160,175
7017,Prepiriform-cortex,221,217,21
7018,Periamygdaloid-cortex,20,60,120
7019,Envelope-Amygdala,141,21,100
7020,Extranuclear-Amydala,225,140,141
7100,Brainstem-inferior-colliculus,42,201,168
7101,Brainstem-cochlear-nucleus,168,104,162
8001,Thalamus-Anterior,74,130,181
8002,Thalamus-Ventral-anterior,242,241,240
8003,Thalamus-Lateral-dorsal,206,65,78
8004,Thalamus-Lateral-posterior,120,21,133
8005,Thalamus-Ventral-lateral,195,61,246
8006,Thalamus-Ventral-posterior-medial,3,147,6
8007,Thalamus-Ventral-posterior-lateral,220,251,163
8008,Thalamus-intralaminar,232,146,33
8009,Thalamus-centromedian,4,114,14
8010,Thalamus-mediodorsal,121,184,220
8011,Thalamus-medial,235,11,175
8012,Thalamus-pulvinar,12,46,250
8013,Thalamus-lateral-geniculate,203,182,143
8014,Thalamus-medial-geniculate,42,204,167
8103,Left-AV,0,85,0
8104,Left-CeM,170,85,0
8105,Left-CL,0,170,0
8106,Left-CM,170,170,0
8108,Left-LD,170,255,0
8109,Left-LGN,0,0,127
8110,Left-LP,0,85,127
8111,Left-L-Sg,170,85,127
8112,Left-MDl,0,170,127
8113,Left-MDm,170,170,127
8115,Left-MGN,170,255,127
8116,Left-MV(Re),0,0,255
8117,Left-Pc,170,0,255
8118,Left-Pf,0,85,255
8119,Left-Pt,170,85,255
8120,Left-PuA,0,170,255
8121,Left-PuI,170,170,255
8122,Left-PuL,0,255,255
8123,Left-PuM,170,255,255
8125,Left-R,255,0,0
8126,Left-VA,85,85,0
8127,Left-VAmc,255,85,0
8128,Left-VLa,85,170,0
8129,Left-VLp,255,170,0
8130,Left-VM,85,255,0
8133,Left-VPL,255,0,255
8203,Right-AV,0,85,0
8204,Right-CeM,170,85,0
8205,Right-CL,0,170,0
8206,Right-CM,170,170,0
8208,Right-LD,170,255,0
8209,Right-LGN,0,0,127
8210,Right-LP,0,85,127
8211,Right-L-Sg,170,85,127
8212,Right-MDl,0,170,127
8213,Right-MDm,170,170,127
8215,Right-MGN,170,255,127
8216,Right-MV(Re),0,0,255
8217,Right-Pc,170,0,255
8218,Right-Pf,0,85,255
8219,Right-Pt,170,85,255
8220,Right-PuA,0,170,255
8221,Right-PuI,170,170,255
8222,Right-PuL,0,255,255
8223,Right-PuM,170,255,255
8225,Right-R,255,0,0
8226,Right-VA,85,85,0
8227,Right-VAmc,255,85,0
8228,Right-VLa,85,170,0
8229,Right-VLp,255,170,0
8230,Right-VM,85,255,0
8233,Right-VPL,255,0,255
9000,ctx-lh-prefrontal,50,100,30
9001,ctx-lh-primary-motor,30,100,45
9002,ctx-lh-premotor,130,100,165
9003,ctx-lh-temporal,105,25,5
9004,ctx-lh-posterior-parietal,125,70,55
9005,ctx-lh-prim-sec-somatosensory,225,20,105
9006,ctx-lh-occipital,225,20,15
9500,ctx-rh-prefrontal,50,200,30
9501,ctx-rh-primary-motor,30,150,45
9502,ctx-rh-premotor,130,150,165
9503,ctx-rh-temporal,105,75,5
9504,ctx-rh-posterior-parietal,125,120,55
9505,ctx-rh-prim-sec-somatosensory,225,70,105
9506,ctx-rh-occipital,225,70,15
11100,ctx_lh_Unknown,0,0,0
11101,ctx_lh_G_and_S_frontomargin,23,220,60
11102,ctx_lh_G_and_S_occipital_inf,23,60,180
11103,ctx_lh_G_and_S_paracentral,63,100,60
11104,ctx_lh_G_and_S_subcentral,63,20,220
11105,ctx_lh_G_and_S_transv_frontopol,13,0,250
11106,ctx_lh_G_and_S_cingul-Ant,26,60,0
11107,ctx_lh_G_and_S_cingul-Mid-Ant,26,60,75
11108,ctx_lh_G_and_S_cingul-Mid-Post,26,60,150
11109,ctx_lh_G_cingul-Post-dorsal,25,60,250
11110,ctx_lh_G_cingul-Post-ventral,60,25,25
11111,ctx_lh_G_cuneus,180,20,20
11112,ctx_lh_G_front_inf-Opercular,220,20,100
11113,ctx_lh_G_front_inf-Orbital,140,60,60
11114,ctx_lh_G_front_inf-Triangul,180,220,140
11115,ctx_lh_G_front_middle,140,100,180
11116,ctx_lh_G_front_sup,180,20,140
11117,ctx_lh_G_Ins_lg_and_S_cent_ins,23,10,10
11118,ctx_lh_G_insular_short,225,140,140
11119,ctx_lh_G_occipital_middle,180,60,180
11120,ctx_lh_G_occipital_sup,20,220,60
11121,ctx_lh_G_oc-temp_lat-fusifor,60,20,140
11122,ctx_lh_G_oc-temp_med-Lingual,220,180,140
11123,ctx_lh_G_oc-temp_med-Parahip,65,100,20
11124,ctx_lh_G_orbital,220,60,20
11125,ctx_lh_G_pariet_inf-Angular,20,60,220
11126,ctx_lh_G_pariet_inf-Supramar,100,100,60
11127,ctx_lh_G_parietal_sup,220,180,220
11128,ctx_lh_G_postcentral,20,180,140
11129,ctx_lh_G_precentral,60,140,180
11130,ctx_lh_G_precuneus,25,20,140
11131,ctx_lh_G_rectus,20,60,100
11132,ctx_lh_G_subcallosal,60,220,20
11133,ctx_lh_G_temp_sup-G_T_transv,60,60,220
11134,ctx_lh_G_temp_sup-Lateral,220,60,220
11135,ctx_lh_G_temp_sup-Plan_polar,65,220,60
11136,ctx_lh_G_temp_sup-Plan_tempo,25,140,20
11137,ctx_lh_G_temporal_inf,220,220,100
11138,ctx_lh_G_temporal_middle,180,60,60
11139,ctx_lh_Lat_Fis-ant-Horizont,61,20,220
11140,ctx_lh_Lat_Fis-ant-Vertical,61,20,60
11141,ctx_lh_Lat_Fis-post,61,60,100
11142,ctx_lh_Medial_wall,25,25,25
11143,ctx_lh_Pole_occipital,140,20,60
11144,ctx_lh_Pole_temporal,220,180,20
11145,ctx_lh_S_calcarine,63,180,180
11146,ctx_lh_S_central,221,20,10
11147,ctx_lh_S_cingul-Marginalis,221,20,100
11148,ctx_lh_S_circular_insula_ant,221,60,140
11149,ctx_lh_S_circular_insula_inf,221,20,220
11150,ctx_lh_S_circular_insula_sup,61,220,220
11151,ctx_lh_S_collat_transv_ant,100,200,200
11152,ctx_lh_S_collat_transv_post,10,200,200
11153,ctx_lh_S_front_inf,221,220,20
11154,ctx_lh_S_front_middle,141,20,100
11155,ctx_lh_S_front_sup,61,220,100
11156,ctx_lh_S_interm_prim-Jensen,141,60,20
11157,ctx_lh_S_intrapariet_and_P_trans,143,20,220
11158,ctx_lh_S_oc_middle_and_Lunatus,101,60,220
11159,ctx_lh_S_oc_sup_and_transversal,21,20,140
11160,ctx_lh_S_occipital_ant,61,20,180
11161,ctx_lh_S_oc-temp_lat,221,140,20
11162,ctx_lh_S_oc-temp_med_and_Lingual,141,100,220
11163,ctx_lh_S_orbital_lateral,221,100,20
11164,ctx_lh_S_orbital_med-olfact,181,200,20
11165,ctx_lh_S_orbital-H_Shaped,101,20,20
11166,ctx_lh_S_parieto_occipital,101,100,180
11167,ctx_lh_S_pericallosal,181,220,20
11168,ctx_lh_S_postcentral,21,140,200
11169,ctx_lh_S_precentral-inf-part,21,20,240
11170,ctx_lh_S_precentral-sup-part,21,20,200
11171,ctx_lh_S_suborbital,21,20,60
11172,ctx_lh_S_subparietal,101,60,60
11173,ctx_lh_S_temporal_inf,21,180,180
11174,ctx_lh_S_temporal_sup,223,220,60
11175,ctx_lh_S_temporal_transverse,221,60,60
12100,ctx_rh_Unknown,0,0,0
12101,ctx_rh_G_and_S_frontomargin,23,220,60
12102,ctx_rh_G_and_S_occipital_inf,23,60,180
12103,ctx_rh_G_and_S_paracentral,63,100,60
12104,ctx_rh_G_and_S_subcentral,63,20,220
12105,ctx_rh_G_and_S_transv_frontopol,13,0,250
12106,ctx_rh_G_and_S_cingul-Ant,26,60,0
12107,ctx_rh_G_and_S_cingul-Mid-Ant,26,60,75
12108,ctx_rh_G_and_S_cingul-Mid-Post,26,60,150
12109,ctx_rh_G_cingul-Post-dorsal,25,60,250
12110,ctx_rh_G_cingul-Post-ventral,60,25,25
12111,ctx_rh_G_cuneus,180,20,20
12112,ctx_rh_G_front_inf-Opercular,220,20,100
12113,ctx_rh_G_front_inf-Orbital,140,60,60
12114,ctx_rh_G_front_inf-Triangul,180,220,140
12115,ctx_rh_G_front_middle,140,100,180
12116,ctx_rh_G_front_sup,180,20,140
12117,ctx_rh_G_Ins_lg_and_S_cent_ins,23,10,10
12118,ctx_rh_G_insular_short,225,140,140
12119,ctx_rh_G_occipital_middle,180,60,180
12120,ctx_rh_G_occipital_sup,20,220,60
12121,ctx_rh_G_oc-temp_lat-fusifor,60,20,140
12122,ctx_rh_G_oc-temp_med-Lingual,220,180,140
12123,ctx_rh_G_oc-temp_med-Parahip,65,100,20
12124,ctx_rh_G_orbital,220,60,20
12125,ctx_rh_G_pariet_inf-Angular,20,60,220
12126,ctx_rh_G_pariet_inf-Supramar,100,100,60
12127,ctx_rh_G_parietal_sup,220,180,220
12128,ctx_rh_G_postcentral,20,180,140
12129,ctx_rh_G_precentral,60,140,180
12130,ctx_rh_G_precuneus,25,20,140
12131,ctx_rh_G_rectus,20,60,100
12132,ctx_rh_G_subcallosal,60,220,20
12133,ctx_rh_G_temp_sup-G_T_transv,60,60,220
12134,ctx_rh_G_temp_sup-Lateral,220,60,220
12135,ctx_rh_G_temp_sup-Plan_polar,65,220,60
12136,ctx_rh_G_temp_sup-Plan_tempo,25,140,20
12137,ctx_rh_G_temporal_inf,220,220,100
12138,ctx_rh_G_temporal_middle,180,60,60
12139,ctx_rh_Lat_Fis-ant-Horizont,61,20,220
12140,ctx_rh_Lat_Fis-ant-Vertical,61,20,60
12141,ctx_rh_Lat_Fis-post,61,60,100
12142,ctx_rh_Medial_wall,25,25,25
12143,ctx_rh_Pole_occipital,140,20,60
12144,ctx_rh_Pole_temporal,220,180,20
12145,ctx_rh_S_calcarine,63,180,180
12146,ctx_rh_S_central,221,20,10
12147,ctx_rh_S_cingul-Marginalis,221,20,100
12148,ctx_rh_S_circular_insula_ant,221,60,140
12149,ctx_rh_S_circular_insula_inf,221,20,220
12150,ctx_rh_S_circular_insula_sup,61,220,220
12151,ctx_rh_S_collat_transv_ant,100,200,200
12152,ctx_rh_S_collat_transv_post,10,200,200
12153,ctx_rh_S_front_inf,221,220,20
12154,ctx_rh_S_front_middle,141,20,100
12155,ctx_rh_S_front_sup,61,220,100
12156,ctx_rh_S_interm_prim-Jensen,141,60,20
12157,ctx_rh_S_intrapariet_and_P_trans,143,20,220
12158,ctx_rh_S_oc_middle_and_Lunatus,101,60,220
12159,ctx_rh_S_oc_sup_and_transversal,21,20,140
12160,ctx_rh_S_occipital_ant,61,20,180
12161,ctx_rh_S_oc-temp_lat,221,140,20
12162,ctx_rh_S_oc-temp_med_and_Lingual,141,100,220
12163,ctx_rh_S_orbital_lateral,221,100,20
12164,ctx_rh_S_orbital_med-olfact,181,200,20
12165,ctx_rh_S_orbital-H_Shaped,101,20,20
12166,ctx_rh_S_parieto_occipital,101,100,180
12167,ctx_rh_S_pericallosal,181,220,20
12168,ctx_rh_S_postcentral,21,140,200
12169,ctx_rh_S_precentral-inf-part,21,20,240
12170,ctx_rh_S_precentral-sup-part,21,20,200
12171,ctx_rh_S_suborbital,21,20,60
12172,ctx_rh_S_subparietal,101,60,60
12173,ctx_rh_S_temporal_inf,21,180,180
12174,ctx_rh_S_temporal_sup,223,220,60
12175,ctx_rh_S_temporal_transverse,221,60,60
13100,wm_lh_Unknown,0,0,0
13101,wm_lh_G_and_S_frontomargin,23,220,60
13102,wm_lh_G_and_S_occipital_inf,23,60,180
13103,wm_lh_G_and_S_paracentral,63,100,60
13104,wm_lh_G_and_S_subcentral,63,20,220
13105,wm_lh_G_and_S_transv_frontopol,13,0,250
13106,wm_lh_G_and_S_cingul-Ant,26,60,0
13107,wm_lh_G_and_S_cingul-Mid-Ant,26,60,75
13108,wm_lh_G_and_S_cingul-Mid-Post,26,60,150
13109,wm_lh_G_cingul-Post-dorsal,25,60,250
13110,wm_lh_G_cingul-Post-ventral,60,25,25
13111,wm_lh_G_cuneus,180,20,20
13112,wm_lh_G_front_inf-Opercular,220,20,100
13113,wm_lh_G_front_inf-Orbital,140,60,60
13114,wm_lh_G_front_inf-Triangul,180,220,140
13115,wm_lh_G_front_middle,140,100,180
